M,K,N,block_x,block_y,time_taken_ms
8,784,256,23,19,0.03838539123535156
8,784,256,23,20,0.03886222839355469
8,784,256,23,21,0.038623809814453125
8,784,256,23,22,0.03838539123535156
8,784,256,23,23,0.03814697265625
8,784,256,23,24,0.03886222839355469
8,784,256,23,25,0.03910064697265625
8,784,256,23,26,0.03910064697265625
8,784,256,23,27,0.03910064697265625
8,784,256,23,28,0.04553794860839844
8,784,256,23,29,0.03886222839355469
8,784,256,23,30,0.038623809814453125
8,784,256,23,31,0.038623809814453125
8,784,256,23,32,0.03910064697265625
8,784,256,24,1,0.03314018249511719
8,784,256,24,2,0.03719329833984375
8,784,256,24,3,0.0362396240234375
8,784,256,24,4,0.03552436828613281
8,784,256,24,5,0.036716461181640625
8,784,256,24,6,0.034809112548828125
8,784,256,24,7,0.03719329833984375
8,784,256,24,8,0.03743171691894531
8,784,256,24,9,0.037670135498046875
8,784,256,24,10,0.03790855407714844
8,784,256,24,11,0.03743171691894531
8,784,256,24,12,0.03719329833984375
8,784,256,24,13,0.036716461181640625
8,784,256,24,14,0.03743171691894531
8,784,256,24,15,0.037670135498046875
8,784,256,24,16,0.03719329833984375
8,784,256,24,17,0.03743171691894531
8,784,256,24,18,0.03719329833984375
8,784,256,24,19,0.03719329833984375
8,784,256,24,20,0.03743171691894531
8,784,256,24,21,0.038623809814453125
8,784,256,24,22,0.036716461181640625
8,784,256,24,23,0.036716461181640625
8,784,256,24,24,0.037670135498046875
8,784,256,24,25,0.03719329833984375
8,784,256,24,26,0.03719329833984375
8,784,256,24,27,0.03719329833984375
8,784,256,24,28,0.03743171691894531
8,784,256,24,29,0.03743171691894531
8,784,256,24,30,0.037670135498046875
8,784,256,24,31,0.03743171691894531
8,784,256,24,32,0.036716461181640625
8,784,256,25,1,0.040531158447265625
8,784,256,25,2,0.03719329833984375
8,784,256,25,3,0.03647804260253906
8,784,256,25,4,0.03743171691894531
8,784,256,25,5,0.03719329833984375
8,784,256,25,6,0.03528594970703125
8,784,256,25,7,0.03647804260253906
8,784,256,25,8,0.03814697265625
8,784,256,25,9,0.03838539123535156
8,784,256,25,10,0.03814697265625
8,784,256,25,11,0.037670135498046875
8,784,256,25,12,0.03838539123535156
8,784,256,25,13,0.03790855407714844
8,784,256,25,14,0.039577484130859375
8,784,256,25,15,0.03838539123535156
8,784,256,25,16,0.03814697265625
8,784,256,25,17,0.038623809814453125
8,784,256,25,18,0.03790855407714844
8,784,256,25,19,0.03838539123535156
8,784,256,25,20,0.03790855407714844
8,784,256,25,21,0.03814697265625
8,784,256,25,22,0.03838539123535156
8,784,256,25,23,0.03814697265625
8,784,256,25,24,0.03814697265625
8,784,256,25,25,0.03814697265625
8,784,256,25,26,0.03981590270996094
8,784,256,25,27,0.03814697265625
8,784,256,25,28,0.03790855407714844
8,784,256,25,29,0.03814697265625
8,784,256,25,30,0.03814697265625
8,784,256,25,31,0.03814697265625
8,784,256,25,32,0.037670135498046875
8,784,256,26,1,0.032901763916015625
8,784,256,26,2,0.0362396240234375
8,784,256,26,3,0.035762786865234375
8,784,256,26,4,0.03695487976074219
8,784,256,26,5,0.0362396240234375
8,784,256,26,6,0.037670135498046875
8,784,256,26,7,0.035762786865234375
8,784,256,26,8,0.03719329833984375
8,784,256,26,9,0.03647804260253906
8,784,256,26,10,0.036716461181640625
8,784,256,26,11,0.036716461181640625
8,784,256,26,12,0.03647804260253906
8,784,256,26,13,0.03647804260253906
8,784,256,26,14,0.036716461181640625
8,784,256,26,15,0.036716461181640625
8,784,256,26,16,0.036716461181640625
8,784,256,26,17,0.0362396240234375
8,784,256,26,18,0.03600120544433594
8,784,256,26,19,0.04267692565917969
8,784,256,26,20,0.03600120544433594
8,784,256,26,21,0.036716461181640625
8,784,256,26,22,0.03600120544433594
8,784,256,26,23,0.03647804260253906
8,784,256,26,24,0.036716461181640625
8,784,256,26,25,0.036716461181640625
8,784,256,26,26,0.03647804260253906
8,784,256,26,27,0.0362396240234375
8,784,256,26,28,0.03647804260253906
8,784,256,26,29,0.036716461181640625
8,784,256,26,30,0.03647804260253906
8,784,256,26,31,0.03647804260253906
8,784,256,26,32,0.037670135498046875
8,784,256,27,1,0.032901763916015625
8,784,256,27,2,0.03647804260253906
8,784,256,27,3,0.0362396240234375
8,784,256,27,4,0.0362396240234375
8,784,256,27,5,0.03647804260253906
8,784,256,27,6,0.03528594970703125
8,784,256,27,7,0.03504753112792969
8,784,256,27,8,0.0362396240234375
8,784,256,27,9,0.03552436828613281
8,784,256,27,10,0.03528594970703125
8,784,256,27,11,0.035762786865234375
8,784,256,27,12,0.03600120544433594
8,784,256,27,13,0.03790855407714844
8,784,256,27,14,0.035762786865234375
8,784,256,27,15,0.035762786865234375
8,784,256,27,16,0.0362396240234375
8,784,256,27,17,0.03600120544433594
8,784,256,27,18,0.035762786865234375
8,784,256,27,19,0.035762786865234375
8,784,256,27,20,0.03600120544433594
8,784,256,27,21,0.035762786865234375
8,784,256,27,22,0.03647804260253906
8,784,256,27,23,0.0362396240234375
8,784,256,27,24,0.035762786865234375
8,784,256,27,25,0.03552436828613281
8,784,256,27,26,0.03695487976074219
8,784,256,27,27,0.035762786865234375
8,784,256,27,28,0.0362396240234375
8,784,256,27,29,0.03600120544433594
8,784,256,27,30,0.03600120544433594
8,784,256,27,31,0.035762786865234375
8,784,256,27,32,0.035762786865234375
8,784,256,28,1,0.032901763916015625
8,784,256,28,2,0.03552436828613281
8,784,256,28,3,0.03552436828613281
8,784,256,28,4,0.035762786865234375
8,784,256,28,5,0.03600120544433594
8,784,256,28,6,0.03504753112792969
8,784,256,28,7,0.036716461181640625
8,784,256,28,8,0.03600120544433594
8,784,256,28,9,0.0362396240234375
8,784,256,28,10,0.0362396240234375
8,784,256,28,11,0.035762786865234375
8,784,256,28,12,0.035762786865234375
8,784,256,28,13,0.03647804260253906
8,784,256,28,14,0.0362396240234375
8,784,256,28,15,0.035762786865234375
8,784,256,28,16,0.03600120544433594
8,784,256,28,17,0.035762786865234375
8,784,256,28,18,0.03600120544433594
8,784,256,28,19,0.03552436828613281
8,784,256,28,20,0.035762786865234375
8,784,256,28,21,0.03600120544433594
8,784,256,28,22,0.03600120544433594
8,784,256,28,23,0.0362396240234375
8,784,256,28,24,0.0362396240234375
8,784,256,28,25,0.03647804260253906
8,784,256,28,26,0.03552436828613281
8,784,256,28,27,0.03600120544433594
8,784,256,28,28,0.035762786865234375
8,784,256,28,29,0.03552436828613281
8,784,256,28,30,0.035762786865234375
8,784,256,28,31,0.03647804260253906
8,784,256,28,32,0.03838539123535156
8,784,256,29,1,0.03314018249511719
8,784,256,29,2,0.034809112548828125
8,784,256,29,3,0.03504753112792969
8,784,256,29,4,0.035762786865234375
8,784,256,29,5,0.03528594970703125
8,784,256,29,6,0.03504753112792969
8,784,256,29,7,0.03528594970703125
8,784,256,29,8,0.03790855407714844
8,784,256,29,9,0.03695487976074219
8,784,256,29,10,0.03719329833984375
8,784,256,29,11,0.03719329833984375
8,784,256,29,12,0.03719329833984375
8,784,256,29,13,0.03790855407714844
8,784,256,29,14,0.03743171691894531
8,784,256,29,15,0.03719329833984375
8,784,256,29,16,0.036716461181640625
8,784,256,29,17,0.036716461181640625
8,784,256,29,18,0.03719329833984375
8,784,256,29,19,0.03647804260253906
8,784,256,29,20,0.036716461181640625
8,784,256,29,21,0.03719329833984375
8,784,256,29,22,0.03743171691894531
8,784,256,29,23,0.03695487976074219
8,784,256,29,24,0.03743171691894531
8,784,256,29,25,0.03719329833984375
8,784,256,29,26,0.03910064697265625
8,784,256,29,27,0.03790855407714844
8,784,256,29,28,0.03814697265625
8,784,256,29,29,0.04220008850097656
8,784,256,29,30,0.03719329833984375
8,784,256,29,31,0.03743171691894531
8,784,256,29,32,0.03695487976074219
8,784,256,30,1,0.03266334533691406
8,784,256,30,2,0.034809112548828125
8,784,256,30,3,0.03528594970703125
8,784,256,30,4,0.0362396240234375
8,784,256,30,5,0.03552436828613281
8,784,256,30,6,0.03695487976074219
8,784,256,30,7,0.03647804260253906
8,784,256,30,8,0.03743171691894531
8,784,256,30,9,0.03814697265625
8,784,256,30,10,0.04887580871582031
8,784,256,30,11,0.036716461181640625
8,784,256,30,12,0.036716461181640625
8,784,256,30,13,0.03647804260253906
8,784,256,30,14,0.03695487976074219
8,784,256,30,15,0.03695487976074219
8,784,256,30,16,0.036716461181640625
8,784,256,30,17,0.036716461181640625
8,784,256,30,18,0.036716461181640625
8,784,256,30,19,0.03695487976074219
8,784,256,30,20,0.036716461181640625
8,784,256,30,21,0.036716461181640625
8,784,256,30,22,0.03719329833984375
8,784,256,30,23,0.03647804260253906
8,784,256,30,24,0.03695487976074219
8,784,256,30,25,0.036716461181640625
8,784,256,30,26,0.03695487976074219
8,784,256,30,27,0.036716461181640625
8,784,256,30,28,0.03647804260253906
8,784,256,30,29,0.03647804260253906
8,784,256,30,30,0.03695487976074219
8,784,256,30,31,0.0457763671875
8,784,256,30,32,0.036716461181640625
8,784,256,31,1,0.032901763916015625
8,784,256,31,2,0.03504753112792969
8,784,256,31,3,0.03552436828613281
8,784,256,31,4,0.035762786865234375
8,784,256,31,5,0.03552436828613281
8,784,256,31,6,0.03695487976074219
8,784,256,31,7,0.03600120544433594
8,784,256,31,8,0.03743171691894531
8,784,256,31,9,0.037670135498046875
8,784,256,31,10,0.03790855407714844
8,784,256,31,11,0.03695487976074219
8,784,256,31,12,0.03838539123535156
8,784,256,31,13,0.03743171691894531
8,784,256,31,14,0.03743171691894531
8,784,256,31,15,0.03695487976074219
8,784,256,31,16,0.03647804260253906
8,784,256,31,17,0.03695487976074219
8,784,256,31,18,0.03695487976074219
8,784,256,31,19,0.03719329833984375
8,784,256,31,20,0.03719329833984375
8,784,256,31,21,0.03695487976074219
8,784,256,31,22,0.03719329833984375
8,784,256,31,23,0.03743171691894531
8,784,256,31,24,0.05412101745605469
8,784,256,31,25,0.03790855407714844
8,784,256,31,26,0.03790855407714844
8,784,256,31,27,0.03743171691894531
8,784,256,31,28,0.049591064453125
8,784,256,31,29,0.03743171691894531
8,784,256,31,30,0.03695487976074219
8,784,256,31,31,0.03719329833984375
8,784,256,31,32,0.03719329833984375
8,784,256,32,1,0.03170967102050781
8,784,256,32,2,0.03218650817871094
8,784,256,32,3,0.03170967102050781
8,784,256,32,4,0.031948089599609375
8,784,256,32,5,0.03337860107421875
8,784,256,32,6,0.03218650817871094
8,784,256,32,7,0.03218650817871094
8,784,256,32,8,0.0324249267578125
8,784,256,32,9,0.0324249267578125
8,784,256,32,10,0.0324249267578125
8,784,256,32,11,0.031948089599609375
8,784,256,32,12,0.031948089599609375
8,784,256,32,13,0.031948089599609375
8,784,256,32,14,0.031948089599609375
8,784,256,32,15,0.03218650817871094
8,784,256,32,16,0.031948089599609375
8,784,256,32,17,0.031948089599609375
8,784,256,32,18,0.031948089599609375
8,784,256,32,19,0.04172325134277344
8,784,256,32,20,0.03314018249511719
8,784,256,32,21,0.0324249267578125
8,784,256,32,22,0.0324249267578125
8,784,256,32,23,0.031948089599609375
8,784,256,32,24,0.0324249267578125
8,784,256,32,25,0.0324249267578125
8,784,256,32,26,0.03218650817871094
8,784,256,32,27,0.03218650817871094
8,784,256,32,28,0.031948089599609375
8,784,256,32,29,0.0324249267578125
8,784,256,32,30,0.03218650817871094
8,784,256,32,31,0.031948089599609375
8,784,256,32,32,0.03266334533691406
16,784,256,1,1,0.6985664367675781
16,784,256,1,2,0.4830360412597656
16,784,256,1,3,0.4482269287109375
16,784,256,1,4,0.37789344787597656
16,784,256,1,5,0.38123130798339844
16,784,256,1,6,0.36144256591796875
16,784,256,1,7,0.35500526428222656
16,784,256,1,8,0.33092498779296875
16,784,256,1,9,0.3273487091064453
16,784,256,1,10,0.3230571746826172
16,784,256,1,11,0.3192424774169922
16,784,256,1,12,0.3204345703125
16,784,256,1,13,0.31638145446777344
16,784,256,1,14,0.31256675720214844
16,784,256,1,15,0.3113746643066406
16,784,256,1,16,0.3409385681152344
16,784,256,1,17,0.33354759216308594
16,784,256,1,18,0.33783912658691406
16,784,256,1,19,0.33283233642578125
16,784,256,1,20,0.3407001495361328
16,784,256,1,21,0.34046173095703125
16,784,256,1,22,0.33593177795410156
16,784,256,1,23,0.3364086151123047
16,784,256,1,24,0.33593177795410156
16,784,256,1,25,0.34046173095703125
16,784,256,1,26,0.335693359375
16,784,256,1,27,0.3402233123779297
16,784,256,1,28,0.3352165222167969
16,784,256,1,29,0.33664703369140625
16,784,256,1,30,0.3421306610107422
16,784,256,1,31,0.3521442413330078
16,784,256,1,32,0.3314018249511719
16,784,256,2,1,0.35190582275390625
16,784,256,2,2,0.2541542053222656
16,784,256,2,3,0.23889541625976562
16,784,256,2,4,0.17595291137695312
16,784,256,2,5,0.17213821411132812
16,784,256,2,6,0.17142295837402344
16,784,256,2,7,0.1862049102783203
16,784,256,2,8,0.16164779663085938
16,784,256,2,9,0.15807151794433594
16,784,256,2,10,0.1590251922607422
16,784,256,2,11,0.1537799835205078
16,784,256,2,12,0.15425682067871094
16,784,256,2,13,0.15091896057128906
16,784,256,2,14,0.14853477478027344
16,784,256,2,15,0.148773193359375
16,784,256,2,16,0.15974044799804688
16,784,256,2,17,0.16427040100097656
16,784,256,2,18,0.1633167266845703
16,784,256,2,19,0.16498565673828125
16,784,256,2,20,0.164031982421875
16,784,256,2,21,0.164031982421875
16,784,256,2,22,0.16546249389648438
16,784,256,2,23,0.16450881958007812
16,784,256,2,24,0.16307830810546875
16,784,256,2,25,0.1647472381591797
16,784,256,2,26,0.1633167266845703
16,784,256,2,27,0.16427040100097656
16,784,256,2,28,0.16355514526367188
16,784,256,2,29,0.16379356384277344
16,784,256,2,30,0.16236305236816406
16,784,256,2,31,0.17070770263671875
16,784,256,2,32,0.1652240753173828
16,784,256,3,1,0.23674964904785156
16,784,256,3,2,0.2014636993408203
16,784,256,3,3,0.13208389282226562
16,784,256,3,4,0.11849403381347656
16,784,256,3,5,0.11992454528808594
16,784,256,3,6,0.11873245239257812
16,784,256,3,7,0.1163482666015625
16,784,256,3,8,0.11372566223144531
16,784,256,3,9,0.1304149627685547
16,784,256,3,10,0.11515617370605469
16,784,256,3,11,0.1289844512939453
16,784,256,3,12,0.13113021850585938
16,784,256,3,13,0.13494491577148438
16,784,256,3,14,0.13780593872070312
16,784,256,3,15,0.1316070556640625
16,784,256,3,16,0.12683868408203125
16,784,256,3,17,0.12969970703125
16,784,256,3,18,0.12755393981933594
16,784,256,3,19,0.12683868408203125
16,784,256,3,20,0.12803077697753906
16,784,256,3,21,0.1289844512939453
16,784,256,3,22,0.12874603271484375
16,784,256,3,23,0.12826919555664062
16,784,256,3,24,0.12826919555664062
16,784,256,3,25,0.1289844512939453
16,784,256,3,26,0.12755393981933594
16,784,256,3,27,0.1270771026611328
16,784,256,3,28,0.12826919555664062
16,784,256,3,29,0.12803077697753906
16,784,256,3,30,0.1270771026611328
16,784,256,3,31,0.1270771026611328
16,784,256,3,32,0.1270771026611328
16,784,256,4,1,0.16164779663085938
16,784,256,4,2,0.10943412780761719
16,784,256,4,3,0.10228157043457031
16,784,256,4,4,0.09274482727050781
16,784,256,4,5,0.09179115295410156
16,784,256,4,6,0.087738037109375
16,784,256,4,7,0.08559226989746094
16,784,256,4,8,0.08749961853027344
16,784,256,4,9,0.09202957153320312
16,784,256,4,10,0.09298324584960938
16,784,256,4,11,0.08988380432128906
16,784,256,4,12,0.08869171142578125
16,784,256,4,13,0.08749961853027344
16,784,256,4,14,0.087738037109375
16,784,256,4,15,0.08845329284667969
16,784,256,4,16,0.08749961853027344
16,784,256,4,17,0.08726119995117188
16,784,256,4,18,0.08702278137207031
16,784,256,4,19,0.08726119995117188
16,784,256,4,20,0.08726119995117188
16,784,256,4,21,0.08845329284667969
16,784,256,4,22,0.08702278137207031
16,784,256,4,23,0.08702278137207031
16,784,256,4,24,0.08630752563476562
16,784,256,4,25,0.08654594421386719
16,784,256,4,26,0.08749961853027344
16,784,256,4,27,0.08726119995117188
16,784,256,4,28,0.08702278137207031
16,784,256,4,29,0.08678436279296875
16,784,256,4,30,0.08749961853027344
16,784,256,4,31,0.08630752563476562
16,784,256,4,32,0.09393692016601562
16,784,256,5,1,0.1494884490966797
16,784,256,5,2,0.09465217590332031
16,784,256,5,3,0.08797645568847656
16,784,256,5,4,0.07867813110351562
16,784,256,5,5,0.08296966552734375
16,784,256,5,6,0.07987022399902344
16,784,256,5,7,0.08940696716308594
16,784,256,5,8,0.0858306884765625
16,784,256,5,9,0.08916854858398438
16,784,256,5,10,0.08511543273925781
16,784,256,5,11,0.08511543273925781
16,784,256,5,12,0.08440017700195312
16,784,256,5,13,0.08678436279296875
16,784,256,5,14,0.08797645568847656
16,784,256,5,15,0.08916854858398438
16,784,256,5,16,0.08511543273925781
16,784,256,5,17,0.08487701416015625
16,784,256,5,18,0.08535385131835938
16,784,256,5,19,0.08559226989746094
16,784,256,5,20,0.08606910705566406
16,784,256,5,21,0.08630752563476562
16,784,256,5,22,0.08749961853027344
16,784,256,5,23,0.08606910705566406
16,784,256,5,24,0.08606910705566406
16,784,256,5,25,0.08630752563476562
16,784,256,5,26,0.08606910705566406
16,784,256,5,27,0.08726119995117188
16,784,256,5,28,0.08606910705566406
16,784,256,5,29,0.08606910705566406
16,784,256,5,30,0.08606910705566406
16,784,256,5,31,0.08606910705566406
16,784,256,5,32,0.08606910705566406
16,784,256,6,1,0.12445449829101562
16,784,256,6,2,0.07867813110351562
16,784,256,6,3,0.07176399230957031
16,784,256,6,4,0.07081031799316406
16,784,256,6,5,0.06985664367675781
16,784,256,6,6,0.08368492126464844
16,784,256,6,7,0.08463859558105469
16,784,256,6,8,0.07843971252441406
16,784,256,6,9,0.07748603820800781
16,784,256,6,10,0.08249282836914062
16,784,256,6,11,0.07915496826171875
16,784,256,6,12,0.07891654968261719
16,784,256,6,13,0.08034706115722656
16,784,256,6,14,0.07867813110351562
16,784,256,6,15,0.07915496826171875
16,784,256,6,16,0.0782012939453125
16,784,256,6,17,0.07700920104980469
16,784,256,6,18,0.07772445678710938
16,784,256,6,19,0.07939338684082031
16,784,256,6,20,0.07748603820800781
16,784,256,6,21,0.07796287536621094
16,784,256,6,22,0.07772445678710938
16,784,256,6,23,0.07796287536621094
16,784,256,6,24,0.07724761962890625
16,784,256,6,25,0.07843971252441406
16,784,256,6,26,0.07772445678710938
16,784,256,6,27,0.08177757263183594
16,784,256,6,28,0.08153915405273438
16,784,256,6,29,0.08034706115722656
16,784,256,6,30,0.08106231689453125
16,784,256,6,31,0.08177757263183594
16,784,256,6,32,0.08153915405273438
16,784,256,7,1,0.08654594421386719
16,784,256,7,2,0.06985664367675781
16,784,256,7,3,0.06723403930664062
16,784,256,7,4,0.06389617919921875
16,784,256,7,5,0.07367134094238281
16,784,256,7,6,0.0705718994140625
16,784,256,7,7,0.0705718994140625
16,784,256,7,8,0.06747245788574219
16,784,256,7,9,0.06747245788574219
16,784,256,7,10,0.07152557373046875
16,784,256,7,11,0.07128715515136719
16,784,256,7,12,0.0667572021484375
16,784,256,7,13,0.06651878356933594
16,784,256,7,14,0.06914138793945312
16,784,256,7,15,0.07009506225585938
16,784,256,7,16,0.06914138793945312
16,784,256,7,17,0.06937980651855469
16,784,256,7,18,0.06937980651855469
16,784,256,7,19,0.06961822509765625
16,784,256,7,20,0.06937980651855469
16,784,256,7,21,0.06914138793945312
16,784,256,7,22,0.06914138793945312
16,784,256,7,23,0.07009506225585938
16,784,256,7,24,0.06985664367675781
16,784,256,7,25,0.07009506225585938
16,784,256,7,26,0.07009506225585938
16,784,256,7,27,0.07033348083496094
16,784,256,7,28,0.06937980651855469
16,784,256,7,29,0.06961822509765625
16,784,256,7,30,0.06914138793945312
16,784,256,7,31,0.06937980651855469
16,784,256,7,32,0.06914138793945312
16,784,256,8,1,0.07557868957519531
16,784,256,8,2,0.061511993408203125
16,784,256,8,3,0.06127357482910156
16,784,256,8,4,0.059604644775390625
16,784,256,8,5,0.06270408630371094
16,784,256,8,6,0.06127357482910156
16,784,256,8,7,0.059604644775390625
16,784,256,8,8,0.05817413330078125
16,784,256,8,9,0.06031990051269531
16,784,256,8,10,0.058650970458984375
16,784,256,8,11,0.0591278076171875
16,784,256,8,12,0.057697296142578125
16,784,256,8,13,0.05817413330078125
16,784,256,8,14,0.058650970458984375
16,784,256,8,15,0.05888938903808594
16,784,256,8,16,0.05817413330078125
16,784,256,8,17,0.06461143493652344
16,784,256,8,18,0.05888938903808594
16,784,256,8,19,0.05793571472167969
16,784,256,8,20,0.05817413330078125
16,784,256,8,21,0.05817413330078125
16,784,256,8,22,0.05817413330078125
16,784,256,8,23,0.05817413330078125
16,784,256,8,24,0.0591278076171875
16,784,256,8,25,0.05841255187988281
16,784,256,8,26,0.05793571472167969
16,784,256,8,27,0.05745887756347656
16,784,256,8,28,0.05793571472167969
16,784,256,8,29,0.058650970458984375
16,784,256,8,30,0.05817413330078125
16,784,256,8,31,0.05888938903808594
16,784,256,8,32,0.05817413330078125
16,784,256,9,1,0.07271766662597656
16,784,256,9,2,0.06031990051269531
16,784,256,9,3,0.05841255187988281
16,784,256,9,4,0.06985664367675781
16,784,256,9,5,0.06556510925292969
16,784,256,9,6,0.06556510925292969
16,784,256,9,7,0.061511993408203125
16,784,256,9,8,0.0667572021484375
16,784,256,9,9,0.06461143493652344
16,784,256,9,10,0.06532669067382812
16,784,256,9,11,0.06461143493652344
16,784,256,9,12,0.06389617919921875
16,784,256,9,13,0.06079673767089844
16,784,256,9,14,0.06175041198730469
16,784,256,9,15,0.06413459777832031
16,784,256,9,16,0.06413459777832031
16,784,256,9,17,0.06318092346191406
16,784,256,9,18,0.062465667724609375
16,784,256,9,19,0.0629425048828125
16,784,256,9,20,0.062465667724609375
16,784,256,9,21,0.062465667724609375
16,784,256,9,22,0.06175041198730469
16,784,256,9,23,0.06175041198730469
16,784,256,9,24,0.06318092346191406
16,784,256,9,25,0.06270408630371094
16,784,256,9,26,0.06270408630371094
16,784,256,9,27,0.0629425048828125
16,784,256,9,28,0.0629425048828125
16,784,256,9,29,0.06341934204101562
16,784,256,9,30,0.0629425048828125
16,784,256,9,31,0.06318092346191406
16,784,256,9,32,0.06318092346191406
16,784,256,10,1,0.0667572021484375
16,784,256,10,2,0.05555152893066406
16,784,256,10,3,0.05412101745605469
16,784,256,10,4,0.06461143493652344
16,784,256,10,5,0.06031990051269531
16,784,256,10,6,0.059604644775390625
16,784,256,10,7,0.06198883056640625
16,784,256,10,8,0.0629425048828125
16,784,256,10,9,0.0629425048828125
16,784,256,10,10,0.05984306335449219
16,784,256,10,11,0.061511993408203125
16,784,256,10,12,0.059604644775390625
16,784,256,10,13,0.059604644775390625
16,784,256,10,14,0.05936622619628906
16,784,256,10,15,0.06008148193359375
16,784,256,10,16,0.06008148193359375
16,784,256,10,17,0.05793571472167969
16,784,256,10,18,0.05817413330078125
16,784,256,10,19,0.05817413330078125
16,784,256,10,20,0.05888938903808594
16,784,256,10,21,0.058650970458984375
16,784,256,10,22,0.058650970458984375
16,784,256,10,23,0.05984306335449219
16,784,256,10,24,0.059604644775390625
16,784,256,10,25,0.05936622619628906
16,784,256,10,26,0.059604644775390625
16,784,256,10,27,0.06031990051269531
16,784,256,10,28,0.059604644775390625
16,784,256,10,29,0.05817413330078125
16,784,256,10,30,0.058650970458984375
16,784,256,10,31,0.05936622619628906
16,784,256,10,32,0.05888938903808594
16,784,256,11,1,0.05984306335449219
16,784,256,11,2,0.052928924560546875
16,784,256,11,3,0.06127357482910156
16,784,256,11,4,0.06103515625
16,784,256,11,5,0.05984306335449219
16,784,256,11,6,0.06008148193359375
16,784,256,11,7,0.06508827209472656
16,784,256,11,8,0.058650970458984375
16,784,256,11,9,0.0591278076171875
16,784,256,11,10,0.05841255187988281
16,784,256,11,11,0.055789947509765625
16,784,256,11,12,0.0591278076171875
16,784,256,11,13,0.05936622619628906
16,784,256,11,14,0.05698204040527344
16,784,256,11,15,0.060558319091796875
16,784,256,11,16,0.05841255187988281
16,784,256,11,17,0.05817413330078125
16,784,256,11,18,0.05984306335449219
16,784,256,11,19,0.06008148193359375
16,784,256,11,20,0.060558319091796875
16,784,256,11,21,0.06270408630371094
16,784,256,11,22,0.06198883056640625
16,784,256,11,23,0.06580352783203125
16,784,256,11,24,0.06270408630371094
16,784,256,11,25,0.06198883056640625
16,784,256,11,26,0.06222724914550781
16,784,256,11,27,0.05817413330078125
16,784,256,11,28,0.057697296142578125
16,784,256,11,29,0.05817413330078125
16,784,256,11,30,0.06031990051269531
16,784,256,11,31,0.06127357482910156
16,784,256,11,32,0.05984306335449219
16,784,256,12,1,0.05888938903808594
16,784,256,12,2,0.05030632019042969
16,784,256,12,3,0.0591278076171875
16,784,256,12,4,0.05650520324707031
16,784,256,12,5,0.05626678466796875
16,784,256,12,6,0.06008148193359375
16,784,256,12,7,0.057697296142578125
16,784,256,12,8,0.05793571472167969
16,784,256,12,9,0.057220458984375
16,784,256,12,10,0.057220458984375
16,784,256,12,11,0.05650520324707031
16,784,256,12,12,0.05602836608886719
16,784,256,12,13,0.057220458984375
16,784,256,12,14,0.05817413330078125
16,784,256,12,15,0.05626678466796875
16,784,256,12,16,0.060558319091796875
16,784,256,12,17,0.05698204040527344
16,784,256,12,18,0.05626678466796875
16,784,256,12,19,0.056743621826171875
16,784,256,12,20,0.05817413330078125
16,784,256,12,21,0.05698204040527344
16,784,256,12,22,0.05793571472167969
16,784,256,12,23,0.05698204040527344
16,784,256,12,24,0.057697296142578125
16,784,256,12,25,0.05435943603515625
16,784,256,12,26,0.053882598876953125
16,784,256,12,27,0.057220458984375
16,784,256,12,28,0.056743621826171875
16,784,256,12,29,0.05650520324707031
16,784,256,12,30,0.06437301635742188
16,784,256,12,31,0.05745887756347656
16,784,256,12,32,0.05817413330078125
16,784,256,13,1,0.05626678466796875
16,784,256,13,2,0.04744529724121094
16,784,256,13,3,0.0591278076171875
16,784,256,13,4,0.05555152893066406
16,784,256,13,5,0.056743621826171875
16,784,256,13,6,0.052928924560546875
16,784,256,13,7,0.051975250244140625
16,784,256,13,8,0.056743621826171875
16,784,256,13,9,0.05888938903808594
16,784,256,13,10,0.05555152893066406
16,784,256,13,11,0.05698204040527344
16,784,256,13,12,0.05507469177246094
16,784,256,13,13,0.05507469177246094
16,784,256,13,14,0.05412101745605469
16,784,256,13,15,0.055789947509765625
16,784,256,13,16,0.05602836608886719
16,784,256,13,17,0.055789947509765625
16,784,256,13,18,0.05745887756347656
16,784,256,13,19,0.05650520324707031
16,784,256,13,20,0.05602836608886719
16,784,256,13,21,0.05555152893066406
16,784,256,13,22,0.05650520324707031
16,784,256,13,23,0.0553131103515625
16,784,256,13,24,0.0553131103515625
16,784,256,13,25,0.05602836608886719
16,784,256,13,26,0.057697296142578125
16,784,256,13,27,0.05650520324707031
16,784,256,13,28,0.05602836608886719
16,784,256,13,29,0.05626678466796875
16,784,256,13,30,0.054836273193359375
16,784,256,13,31,0.05555152893066406
16,784,256,13,32,0.055789947509765625
16,784,256,14,1,0.051975250244140625
16,784,256,14,2,0.04673004150390625
16,784,256,14,3,0.05745887756347656
16,784,256,14,4,0.05221366882324219
16,784,256,14,5,0.055789947509765625
16,784,256,14,6,0.051021575927734375
16,784,256,14,7,0.05221366882324219
16,784,256,14,8,0.05173683166503906
16,784,256,14,9,0.051975250244140625
16,784,256,14,10,0.05245208740234375
16,784,256,14,11,0.050067901611328125
16,784,256,14,12,0.053882598876953125
16,784,256,14,13,0.0514984130859375
16,784,256,14,14,0.051021575927734375
16,784,256,14,15,0.0514984130859375
16,784,256,14,16,0.05078315734863281
16,784,256,14,17,0.05078315734863281
16,784,256,14,18,0.05030632019042969
16,784,256,14,19,0.05078315734863281
